from,to,common_neighbors,jaccard_coefficient,adamic_adar,preferential_attachment,link
1103,4229,1,0.00390625,0.16281242427639875,762,1
2447,1924,37,0.06715063520871144,12.520658105182319,85952,1
113,2175,0,0.0,0.0,300,0
2928,57,0,0.0,0.0,1209,1
6755,6131,1,0.02564102564102564,0.19957549119135506,256,1
1338,6711,0,0.0,0.0,3,0
2281,5105,2,0.2,0.7294945171463887,35,1
578,3054,0,0.0,0.0,2,0
4742,2997,0,0.0,0.0,675,1
527,5569,0,0.0,0.0,2000,0
372,1966,3,0.026785714285714284,1.0528976819683367,2046,1
1938,733,0,0.0,0.0,125,1
4748,4151,0,0.0,0.0,300,1
925,1189,1,0.07692307692307693,0.31066746727980593,40,1
3893,5974,0,0.0,0.0,20,0
4595,2775,1,0.0625,0.23699447183691388,30,1
5387,4694,0,0.0,0.0,512,1
7093,6349,0,0.0,0.0,44,1
4960,6899,0,0.0,0.0,4,0
1316,6872,3,0.10714285714285714,1.308641227578278,238,1
1168,6487,0,0.0,0.0,40,0
2707,6020,0,0.0,0.0,12,0
4600,4947,0,0.0,0.0,35,0
4257,4373,0,0.0,0.0,2,0
969,6631,0,0.0,0.0,42,0
5898,7004,0,0.0,0.0,175,0
5428,2776,1,0.008130081300813009,0.4170323914242463,244,1
3368,5101,0,0.0,0.0,231,1
4824,6607,0,0.0,0.0,42,0
476,5027,0,0.0,0.0,15,0
4820,454,3,0.057692307692307696,1.0351034474106502,484,1
4949,2889,2,0.002881844380403458,0.4596530192574323,3455,1
4406,4075,0,0.0,0.0,910,1
5399,5747,0,0.0,0.0,18,0
4094,5687,0,0.0,0.0,90,0
1624,3622,0,0.0,0.0,32,1
2558,4215,0,0.0,0.0,5,0
128,4884,0,0.0,0.0,114,0
3902,5020,0,0.0,0.0,438,1
237,5996,1,0.017241379310344827,0.19001688568106462,528,1
6876,5437,1,0.05,0.36926937306885504,54,1
1773,246,1,0.0013831258644536654,0.1985327397206032,2880,1
2237,3419,0,0.0,0.0,4,0
3706,4510,0,0.0,0.0,2985,1
4146,5585,0,0.0,0.0,9,0
368,2137,0,0.0,0.0,476,1
1448,3952,0,0.0,0.0,12,0
3047,5731,3,0.04285714285714286,0.5790691766937596,1320,1
3947,5394,0,0.0,0.0,20,0
2975,2409,1,0.03225806451612903,0.1913602136571693,240,1
3830,4611,3,0.041666666666666664,0.7240763142774,1250,1
3614,4862,0,0.0,0.0,3,0
1618,5743,0,0.0,0.0,315,0
1761,3921,0,0.0,0.0,112,0
5823,3914,0,0.0,0.0,92,1
1601,901,0,0.0,0.0,855,1
5861,7016,0,0.0,0.0,3,0
1467,6538,0,0.0,0.0,23,1
1262,1780,0,0.0,0.0,5,0
900,4236,0,0.0,0.0,80,0
1978,4636,1,0.06666666666666667,0.5138983423697507,48,1
444,748,0,0.0,0.0,56,0
6783,1184,1,0.041666666666666664,0.17373953920997645,154,1
2129,6214,0,0.0,0.0,615,0
5759,6894,0,0.0,0.0,390,0
2100,6887,0,0.0,0.0,3,0
991,4984,1,0.2,0.17373953920997645,8,0
6716,1439,5,0.030120481927710843,0.9356152523645882,2480,1
448,3210,1,0.023809523809523808,0.4170323914242463,252,1
4630,3428,1,0.038461538461538464,0.31066746727980593,126,1
2162,2921,0,0.0,0.0,48,1
3121,5443,0,0.0,0.0,6,0
256,3382,0,0.0,0.0,3,0
3166,7114,0,0.0,0.0,22,0
5338,6853,5,0.03125,1.1601676237552716,6696,1
1039,2545,1,0.03225806451612903,0.3789231816899512,247,1
133,1965,0,0.0,0.0,629,1
3440,4148,0,0.0,0.0,21,0
3688,206,0,0.0,0.0,360,1
918,5955,1,0.07692307692307693,0.16281242427639875,49,0
1115,1103,2,0.007662835249042145,0.35476993614243335,2286,1
4324,1796,0,0.0,0.0,38,1
2928,2605,2,0.01680672268907563,0.4251112638158675,2604,1
1374,4291,0,0.0,0.0,42,0
2419,5577,1,0.0125,0.5581106265512472,990,1
5069,5511,5,0.046296296296296294,1.6750790458537708,3136,1
1773,2820,2,0.0027662517289073307,0.8219928267062454,3600,1
793,352,1,0.0196078431372549,0.17190663415246227,352,1
1291,7111,0,0.0,0.0,6,0
3902,1248,0,0.0,0.0,146,1
1937,4140,0,0.0,0.0,91,0
158,1422,0,0.0,0.0,32,0
6315,7053,3,0.0410958904109589,0.8063000882691674,1419,1
1611,6972,0,0.0,0.0,80,0
1130,1576,0,0.0,0.0,14,0
2569,4805,0,0.0,0.0,2,0
6237,6509,0,0.0,0.0,160,0
4895,1010,4,0.04040404040404041,0.9018815432220518,2622,1
123,4599,0,0.0,0.0,10,0
4694,5348,0,0.0,0.0,96,0
2329,6790,0,0.0,0.0,60,0
6244,5239,0,0.0,0.0,164,1
1781,4109,8,0.1568627450980392,2.101910778350347,780,1
2942,2998,0,0.0,0.0,6,1
2910,4098,0,0.0,0.0,120,0
1495,4267,0,0.0,0.0,221,1
3977,6054,0,0.0,0.0,17,0
5354,112,0,0.0,0.0,702,1
2272,4500,0,0.0,0.0,5,0
3034,867,0,0.0,0.0,48,1
595,5903,0,0.0,0.0,24,0
5530,4015,0,0.0,0.0,540,1
1505,4723,0,0.0,0.0,9,0
5674,1982,3,0.0967741935483871,1.7711537796420145,208,1
1216,4140,0,0.0,0.0,91,0
1047,3316,0,0.0,0.0,21,0
3786,6673,0,0.0,0.0,4,0
5627,6827,0,0.0,0.0,99,0
651,3212,0,0.0,0.0,9,0
2250,2652,0,0.0,0.0,12,0
5978,6742,0,0.0,0.0,80,0
3706,4486,5,0.023255813953488372,1.3145170117616702,4179,1
1894,4292,0,0.0,0.0,12,0
5390,719,2,0.04,0.8340427950033699,675,1
2015,3870,0,0.0,0.0,36,0
252,2383,0,0.0,0.0,27,0
3401,1551,0,0.0,0.0,1860,1
368,7006,0,0.0,0.0,136,0
1221,1466,0,0.0,0.0,22,0
1120,5699,0,0.0,0.0,15,0
2375,4878,0,0.0,0.0,28,0
1464,2719,1,0.008333333333333333,0.28599966750267436,2730,1
1883,5549,0,0.0,0.0,755,1
581,2100,0,0.0,0.0,252,1
792,4009,2,0.013605442176870748,0.5072573217793559,438,1
5945,2305,1,0.007042253521126761,0.15199298032191702,420,1
5591,4919,0,0.0,0.0,66,1
1841,5123,0,0.0,0.0,1,0
3874,4382,0,0.0,0.0,66,0
4406,2577,2,0.01015228426395939,0.5804646243335478,3094,1
5566,1178,0,0.0,0.0,120,1
1604,6781,0,0.0,0.0,30,0
4650,6279,0,0.0,0.0,6,0
5138,5541,2,0.021052631578947368,0.6126810870979558,1162,1
23,4230,11,0.10576923076923077,2.9194959721672062,3306,1
367,6363,0,0.0,0.0,42,0
2381,2617,0,0.0,0.0,168,1
5883,6770,0,0.0,0.0,80,0
373,5195,0,0.0,0.0,32,0
1086,1415,0,0.0,0.0,208,1
5552,5682,0,0.0,0.0,99,1
2398,3651,3,0.08571428571428572,0.5136033325880459,360,0
873,5302,0,0.0,0.0,24,0
4909,5153,0,0.0,0.0,84,0
268,2153,6,0.3,2.737521446343793,165,1
336,6055,1,0.04,0.21075117050092493,133,1
938,4502,0,0.0,0.0,184,0
686,6041,0,0.0,0.0,18,0
64,2732,1,0.0035587188612099642,0.152948702070391,1112,1
560,480,0,0.0,0.0,231,1
5515,6177,0,0.0,0.0,16,0
1299,2232,0,0.0,0.0,3,0
1523,4402,0,0.0,0.0,40,0
6255,6491,0,0.0,0.0,60,0
1684,4098,0,0.0,0.0,240,0
913,2734,0,0.0,0.0,8,0
5229,5676,0,0.0,0.0,30,0
6056,2661,2,0.019417475728155338,0.42328205383918827,1886,1
912,6523,0,0.0,0.0,28,0
3595,5994,1,0.034482758620689655,0.40242960438184466,104,0
2481,3267,0,0.0,0.0,744,1
3832,6657,0,0.0,0.0,78,1
2212,3547,0,0.0,0.0,360,1
1659,2568,0,0.0,0.0,4,0
3539,3776,0,0.0,0.0,42,1
2191,5986,0,0.0,0.0,51,0
283,6060,0,0.0,0.0,16,0
2411,2417,0,0.0,0.0,1,0
2352,2381,15,0.08426966292134831,4.034140907442594,7672,1
1138,2471,0,0.0,0.0,5,0
953,3343,0,0.0,0.0,12,0
5331,5625,0,0.0,0.0,15,0
737,5069,7,0.0875,1.7226115161938775,1862,1
2044,1238,1,0.019230769230769232,0.43429448190325176,592,1
2107,6846,0,0.0,0.0,28,0
2551,3156,0,0.0,0.0,20,0
1807,5135,0,0.0,0.0,16,0
6237,3421,0,0.0,0.0,160,1
2939,6203,0,0.0,0.0,63,0
292,2295,0,0.0,0.0,65,0
2777,3306,0,0.0,0.0,4,0
1591,6751,0,0.0,0.0,186,0
1931,2037,0,0.0,0.0,4,0
2312,3706,0,0.0,0.0,796,0
34,5361,0,0.0,0.0,99,0
5730,4035,0,0.0,0.0,533,1
4949,2050,0,0.0,0.0,1382,1
528,1982,0,0.0,0.0,8,0
2218,3577,13,0.1262135922330097,4.888936751787962,2835,1
3005,5411,4,0.09302325581395349,1.3326553945103723,420,1
710,3417,0,0.0,0.0,102,1
1472,5331,2,0.024691358024691357,0.304941682392308,1020,1
1139,2142,0,0.0,0.0,1,0
4031,5808,0,0.0,0.0,4,0
106,2569,0,0.0,0.0,8,0
1022,1133,0,0.0,0.0,40,0
1729,3421,0,0.0,0.0,8,0
1598,3790,5,0.029239766081871343,2.9394768823063524,1503,1
2872,3348,0,0.0,0.0,310,0
5580,6462,0,0.0,0.0,94,1
200,5759,2,0.046511627906976744,0.42050957297178204,494,1
5565,6600,0,0.0,0.0,100,1
4949,4595,5,0.007132667617689016,1.082768182272385,10365,1
6019,4528,0,0.0,0.0,261,1
4400,5670,0,0.0,0.0,6,0
1808,1622,0,0.0,0.0,200,1
4570,6995,0,0.0,0.0,1,0
5813,1041,2,0.04081632653061224,0.9536860140185991,644,1
2097,4747,0,0.0,0.0,18,0
166,449,17,0.04722222222222222,5.270122796652906,8800,1
363,1253,0,0.0,0.0,66,0
109,293,0,0.0,0.0,1,0
3418,1703,0,0.0,0.0,46,1
2723,6018,0,0.0,0.0,14,0
1773,5713,0,0.0,0.0,1440,1
681,2262,8,0.07142857142857142,3.3332398682865314,1919,1
1816,4592,1,0.125,0.25973030217227155,14,0
472,3576,0,0.0,0.0,8,0
2887,5316,0,0.0,0.0,804,1
274,6386,0,0.0,0.0,15,0
870,2038,0,0.0,0.0,5,0
1482,2990,8,0.09090909090909091,2.2606757305012546,1980,1
4140,5848,0,0.0,0.0,3185,1
1145,2825,1,0.009708737864077669,0.265872585674852,495,1
1044,6509,1,0.023255813953488372,0.17838660519470398,288,1
1673,2345,5,0.023809523809523808,1.098176491758405,8016,1
166,6723,12,0.03333333333333333,3.4497536520675944,7040,1
174,6253,0,0.0,0.0,33,0
3800,1333,0,0.0,0.0,16,1
5530,4439,0,0.0,0.0,2220,1
3209,5882,1,0.012195121951219513,0.23382699798647663,1540,0
324,396,0,0.0,0.0,145,0
355,789,0,0.0,0.0,12,0
4087,6101,4,0.042105263157894736,1.1822506437577576,1638,1
1334,2339,1,0.013333333333333334,0.5581106265512472,1083,0
1425,1498,0,0.0,0.0,33,0
5476,6602,0,0.0,0.0,12,0
2621,4037,1,0.1111111111111111,0.16281242427639875,9,0
4439,6461,6,0.07317073170731707,1.575591235858427,1036,1
3401,2549,3,0.00641025641025641,0.6654395625339665,2790,1
2478,5863,0,0.0,0.0,17,0
24,6150,1,0.006535947712418301,0.2119318086698044,3904,1
4058,4211,0,0.0,0.0,4,0
3960,5733,0,0.0,0.0,45,0
6892,3270,0,0.0,0.0,370,1
4698,5144,0,0.0,0.0,17,0
4931,4479,8,0.14545454545454545,2.6472327983461894,752,1
1924,4489,0,0.0,0.0,948,0
370,1527,7,0.08641975308641975,1.8560890805070973,1575,1
5761,664,4,0.12121212121212122,1.0913301938152031,340,1
4700,5955,0,0.0,0.0,511,1
3706,4477,3,0.014423076923076924,0.7961974821124758,2388,1
2213,1635,0,0.0,0.0,540,1
640,4991,0,0.0,0.0,92,1
1883,2508,0,0.0,0.0,1510,1
219,1659,1,0.030303030303030304,0.5581106265512472,120,1
2887,3471,0,0.0,0.0,1206,1
1278,3560,0,0.0,0.0,6,0
6702,972,1,0.012048192771084338,0.2473379469500514,1508,1
937,4981,0,0.0,0.0,84,0
1464,5101,2,0.04081632653061224,0.584498599134331,630,1
4949,3047,9,0.012587412587412588,2.8628207479657695,22803,1
955,4907,0,0.0,0.0,5,0
3409,6753,1,0.058823529411764705,0.23699447183691388,72,0
3251,6059,0,0.0,0.0,224,0
4592,2249,1,0.1,0.30692767643013485,28,1
3925,6344,0,0.0,0.0,803,0
1173,4933,1,0.022222222222222223,0.20851619571212315,513,0
4895,3655,0,0.0,0.0,228,1
1598,4830,0,0.0,0.0,167,1
4087,4561,2,0.020202020202020204,0.5449278989504756,1794,1
2403,2773,0,0.0,0.0,68,0
3994,5352,0,0.0,0.0,26,0
55,4542,0,0.0,0.0,14,0
6074,6757,0,0.0,0.0,375,1
6038,1837,0,0.0,0.0,44,1
1195,7099,0,0.0,0.0,5,1
1472,2375,4,0.05128205128205128,1.2273092946653046,952,1
2410,6476,0,0.0,0.0,9,0
213,4039,0,0.0,0.0,12,0
3699,1375,2,0.1111111111111111,0.6891324989752919,75,1
6850,7118,0,0.0,0.0,6,0
5890,4452,0,0.0,0.0,16,1
1812,6705,1,0.009433962264150943,0.17190663415246227,1530,1
4054,6869,0,0.0,0.0,64,0
4321,2825,1,0.00980392156862745,0.20544281918875867,396,1
3338,5981,0,0.0,0.0,170,0
641,2086,1,0.05,0.18448363494272269,90,1
5213,7108,0,0.0,0.0,56,0
3186,5495,0,0.0,0.0,57,0
2732,3260,0,0.0,0.0,556,1
2473,6371,0,0.0,0.0,4,0
5069,214,1,0.011764705882352941,0.24044917348149392,1813,1
62,3980,0,0.0,0.0,8,0
1915,2223,0,0.0,0.0,57,0
368,6680,0,0.0,0.0,204,1
1430,5109,0,0.0,0.0,25,0
6716,2385,0,0.0,0.0,1085,1
6631,173,0,0.0,0.0,105,1
4418,2717,0,0.0,0.0,60,1
1785,5051,0,0.0,0.0,45,0
2763,3500,0,0.0,0.0,16,0
4718,4218,0,0.0,0.0,260,1
165,3639,0,0.0,0.0,13,0
176,3818,0,0.0,0.0,92,1
2924,3903,0,0.0,0.0,56,0
5174,1189,1,0.05555555555555555,0.31066746727980593,90,1
5979,3787,2,0.027777777777777776,0.36985397359455807,345,1
2156,2744,0,0.0,0.0,162,1
6403,3577,2,0.020202020202020204,0.6662435774422251,1620,1
1616,2818,0,0.0,0.0,1,0
2904,4431,0,0.0,0.0,159,0
1924,4659,0,0.0,0.0,1580,1
1280,4632,0,0.0,0.0,115,0
3487,3547,0,0.0,0.0,10,0
3016,4899,0,0.0,0.0,4,0
5461,6172,0,0.0,0.0,2,0
1346,2999,0,0.0,0.0,30,0
1777,6878,0,0.0,0.0,55,0
1414,1735,0,0.0,0.0,339,1
142,2976,0,0.0,0.0,23,0
1705,2724,0,0.0,0.0,1,0
2739,3638,0,0.0,0.0,15,0
937,1692,2,0.06666666666666667,0.872152004737665,240,1
4038,4941,0,0.0,0.0,12,1
3706,855,0,0.0,0.0,995,1
5367,2117,5,0.1282051282051282,1.3480763578302686,459,1
1673,5088,0,0.0,0.0,96,1
2530,6507,0,0.0,0.0,12,0
5789,3812,0,0.0,0.0,275,1
99,3140,0,0.0,0.0,30,0
2424,4779,0,0.0,0.0,22,0
4642,5003,0,0.0,0.0,8,0
4700,303,0,0.0,0.0,146,1
1015,5982,0,0.0,0.0,26,0
3019,3897,0,0.0,0.0,14,0
3242,4312,0,0.0,0.0,8,0
5269,2311,0,0.0,0.0,147,1
4265,5651,0,0.0,0.0,57,0
374,1999,0,0.0,0.0,20,0
1275,2290,0,0.0,0.0,116,0
3096,5095,1,0.03125,0.31066746727980593,200,1
2383,3758,0,0.0,0.0,60,0
718,3029,0,0.0,0.0,2,0
4404,2095,0,0.0,0.0,112,1
4949,587,8,0.011379800853485065,2.5275818971787123,13820,1
6491,6709,0,0.0,0.0,10,1
2687,3338,0,0.0,0.0,85,0
2037,3455,0,0.0,0.0,4,0
4445,4640,0,0.0,0.0,189,1
1169,2571,2,0.024096385542168676,0.4034774219764825,400,1
1199,5635,0,0.0,0.0,12,0
166,2270,1,0.00267379679144385,0.40242960438184466,8096,1
4998,6416,0,0.0,0.0,8,1
3616,4894,0,0.0,0.0,171,0
1789,490,4,0.12903225806451613,1.6770423232560243,306,1
1989,3856,1,0.043478260869565216,0.4170323914242463,140,1
6723,2990,8,0.19047619047619047,2.1000047804131245,600,1
3997,1103,0,0.0,0.0,4064,1
4032,6446,2,0.03389830508474576,0.408039278992701,378,1
4979,5079,0,0.0,0.0,462,1
6136,4028,0,0.0,0.0,3024,1
4582,5574,0,0.0,0.0,13,0
3883,5375,0,0.0,0.0,14,0
3498,6706,0,0.0,0.0,320,1
239,3416,0,0.0,0.0,117,1
936,3388,0,0.0,0.0,48,0
1924,1702,3,0.008982035928143712,0.6427688538896625,6636,1
5795,6124,0,0.0,0.0,49,0
3595,4318,3,0.08108108108108109,0.7491386890019847,364,1
1069,6330,0,0.0,0.0,2,0
1288,7113,0,0.0,0.0,12,0
111,1729,0,0.0,0.0,2,0
5366,5733,0,0.0,0.0,114,1
6816,6827,1,0.058823529411764705,0.17769497622489946,81,1
3470,4589,1,0.037037037037037035,0.43429448190325176,160,1
2997,4707,3,0.02027027027027027,0.6734704517398409,2160,1
3298,5132,0,0.0,0.0,315,0
2126,6467,0,0.0,0.0,468,1
4112,2784,0,0.0,0.0,108,1
1773,1241,0,0.0,0.0,720,1
1194,5793,0,0.0,0.0,9,0
1368,5717,0,0.0,0.0,6,0
5797,959,0,0.0,0.0,33,1
1773,1700,0,0.0,0.0,1440,1
6941,5631,0,0.0,0.0,574,1
5738,3937,1,0.016666666666666666,0.24842549839846914,424,1
2861,3300,0,0.0,0.0,56,0
1984,3436,3,0.05454545454545454,0.7645868164020904,672,1
2887,2163,1,0.006993006993006993,0.21714724095162588,1340,1
3031,2157,8,0.16326530612244897,2.500531134515365,572,1
5842,265,0,0.0,0.0,2016,1
4977,6339,1,0.041666666666666664,0.3396232718951086,136,1
5567,5714,0,0.0,0.0,132,1
2384,4090,0,0.0,0.0,36,0
1101,1273,0,0.0,0.0,2,0
6536,3034,2,0.07142857142857142,0.3872218518875864,224,1
2782,6300,0,0.0,0.0,6,0
783,3321,0,0.0,0.0,76,0
166,1709,13,0.03651685393258427,4.096346687643127,5984,1
2168,6876,0,0.0,0.0,936,0
1280,3704,0,0.0,0.0,30,0
1765,4335,4,0.14285714285714285,1.326921696483874,220,1
1388,4066,0,0.0,0.0,12,0
2262,5307,5,0.04807692307692308,1.6510347115403623,808,1
4457,6193,0,0.0,0.0,85,1
4200,1563,0,0.0,0.0,33,1
1598,2813,0,0.0,0.0,668,1
1479,2913,0,0.0,0.0,32,0
3347,5555,0,0.0,0.0,259,0
6136,5405,0,0.0,0.0,378,1
3902,738,1,0.00625,0.15199298032191702,2190,1
75,6204,0,0.0,0.0,36,0
4140,5772,1,0.009615384615384616,0.3459762562611936,1274,1
2050,5459,0,0.0,0.0,10,0
1628,3028,0,0.0,0.0,33,0
5784,6137,0,0.0,0.0,32,0
2888,3501,3,0.1,0.8008967401713415,230,1
2719,4155,5,0.046296296296296294,1.3385530397064862,2002,1
607,6056,0,0.0,0.0,2460,1
141,5413,0,0.0,0.0,28,0
6254,4387,1,0.03571428571428571,0.35295612386476116,168,1
4529,5191,0,0.0,0.0,174,0
5393,2394,3,0.039473684210526314,0.6353451651781442,748,1
4274,4342,0,0.0,0.0,418,1
4998,6009,0,0.0,0.0,14,0
1824,3319,0,0.0,0.0,18,0
2371,5418,0,0.0,0.0,5,0
1773,3241,0,0.0,0.0,8640,1
2071,5790,0,0.0,0.0,4,0
3966,4634,0,0.0,0.0,72,0
1132,2770,0,0.0,0.0,16,0
2818,6056,0,0.0,0.0,82,0
4457,5230,0,0.0,0.0,5,0
1503,4425,1,0.058823529411764705,0.17054278655205474,80,0
471,4824,0,0.0,0.0,7,0
1731,5033,0,0.0,0.0,104,0
504,4262,0,0.0,0.0,24,0
1363,6323,0,0.0,0.0,2,0
5945,1104,0,0.0,0.0,2940,1
2612,5167,0,0.0,0.0,3,0
4943,6987,0,0.0,0.0,68,1
2387,2737,0,0.0,0.0,75,0
2598,5204,0,0.0,0.0,23,0
2778,5622,1,0.045454545454545456,0.24954251462921184,90,1
2997,746,2,0.014705882352941176,0.7073819204430023,405,1
684,5332,0,0.0,0.0,1,0
1283,5671,0,0.0,0.0,638,1
2481,4931,7,0.035897435897435895,1.9461045318009125,2976,1
323,2231,0,0.0,0.0,3,0
2014,4276,0,0.0,0.0,308,0
1146,2746,0,0.0,0.0,52,1
3320,6833,0,0.0,0.0,128,1
1082,3085,0,0.0,0.0,25,0
1823,6054,0,0.0,0.0,51,0
3386,6772,0,0.0,0.0,6,0
1088,2622,0,0.0,0.0,80,1
4571,6346,0,0.0,0.0,6,0
2161,4813,0,0.0,0.0,28,0
2217,2646,0,0.0,0.0,12,0
182,3169,0,0.0,0.0,312,0
5110,6234,0,0.0,0.0,140,0
6770,6087,0,0.0,0.0,208,1
2280,5491,0,0.0,0.0,2,0
1265,3645,3,0.08108108108108109,0.8956006295971326,400,1
5038,2394,1,0.023255813953488372,0.23699447183691388,363,1
1773,1996,6,0.0079155672823219,1.5493650418871527,31680,1
116,5030,1,0.25,0.9102392266268373,6,1
1924,6321,2,0.006134969325153374,0.353332132286305,3792,1
147,5409,3,0.05660377358490566,0.6320222778239795,559,1
1214,3867,1,0.007246376811594203,0.23699447183691388,3640,1
5269,5893,2,0.013333333333333334,0.34729605921912143,735,1
1877,6853,1,0.011627906976744186,0.1837418686306834,1080,1
3671,5014,0,0.0,0.0,6,0
5969,1996,3,0.020134228187919462,0.6001243329558051,4752,1
252,521,0,0.0,0.0,9,0
1804,858,1,0.01639344262295082,0.17190663415246227,736,1
184,1108,1,0.02857142857142857,0.2611892565642242,320,1
4377,7063,1,0.030303030303030304,0.7213475204444817,240,1
1010,3034,0,0.0,0.0,736,1
3243,4328,14,0.1590909090909091,3.634788441589578,2457,1
2423,6200,0,0.0,0.0,27,0
2871,6787,0,0.0,0.0,140,0
4806,6307,0,0.0,0.0,2,0
1414,475,3,0.0234375,0.6307453067957036,2034,1
2592,4615,1,0.125,0.152948702070391,20,0
2793,5296,0,0.0,0.0,456,0
6623,460,1,0.02702702702702703,0.3284587387530511,352,1
5059,4439,2,0.025,0.478239267838049,592,1
2517,2749,0,0.0,0.0,10,0
6045,6433,0,0.0,0.0,132,1
4196,5748,5,0.02074688796680498,1.4046574859099534,3465,1
640,4297,0,0.0,0.0,299,1
2656,6043,0,0.0,0.0,12,0
2625,3693,0,0.0,0.0,6,0
3357,4499,0,0.0,0.0,3,0
1924,6456,0,0.0,0.0,316,1
2711,5406,0,0.0,0.0,28,0
147,4682,2,0.038461538461538464,0.5465167190025819,473,1
5181,5335,0,0.0,0.0,8,0
167,3273,0,0.0,0.0,3,0
4406,6515,0,0.0,0.0,910,1
2399,3823,0,0.0,0.0,14,0
2066,5782,0,0.0,0.0,25,0
5576,6928,0,0.0,0.0,42,0
1498,4298,0,0.0,0.0,24,0
1049,2119,0,0.0,0.0,90,0
4841,6458,1,0.037037037037037035,0.20386217799573403,180,1
1747,6709,0,0.0,0.0,1,0
911,4148,0,0.0,0.0,4,0
1227,4743,0,0.0,0.0,180,1
2306,3304,0,0.0,0.0,3,1
166,3600,1,0.0028169014084507044,0.26269731101386307,1408,1
69,1063,0,0.0,0.0,50,1
5898,4847,0,0.0,0.0,175,1
5032,1445,0,0.0,0.0,72,1
717,4816,0,0.0,0.0,146,0
476,2486,0,0.0,0.0,1,0
5269,1860,0,0.0,0.0,882,1
467,7051,0,0.0,0.0,14,0
2570,3947,0,0.0,0.0,4,0
260,6449,0,0.0,0.0,6,0
4671,4927,0,0.0,0.0,26,0
4943,6975,0,0.0,0.0,34,0
859,1359,0,0.0,0.0,84,0
4937,2365,0,0.0,0.0,189,1
5716,6481,0,0.0,0.0,20,0
1756,4450,0,0.0,0.0,24,0
4582,2217,3,0.13636363636363635,0.6379935562265603,156,1
5219,6396,0,0.0,0.0,2,0
6716,126,0,0.0,0.0,620,1
1304,2469,0,0.0,0.0,4,0
1414,4367,0,0.0,0.0,113,1
3315,3719,0,0.0,0.0,24,0
7053,1382,1,0.013513513513513514,0.15199298032191702,1386,1
1190,4246,0,0.0,0.0,28,0
592,2099,0,0.0,0.0,18,0
5619,1246,1,0.06666666666666667,0.152948702070391,60,1
377,4843,0,0.0,0.0,184,1
2439,3185,0,0.0,0.0,648,1
3563,4855,0,0.0,0.0,48,0
3611,4395,0,0.0,0.0,4,0
67,5512,0,0.0,0.0,10,1
6618,1501,0,0.0,0.0,85,1
1846,1462,1,0.015625,0.40242960438184466,676,1
1551,1738,0,0.0,0.0,12,0
2591,3867,7,0.056451612903225805,1.801223104050961,2808,1
1359,3017,0,0.0,0.0,22,0
1656,4155,0,0.0,0.0,88,1
1011,2185,0,0.0,0.0,40,0
2106,3023,2,0.023255813953488372,0.5302390041786467,640,1
581,100,0,0.0,0.0,4032,1
7116,3837,0,0.0,0.0,90,1
1212,2349,0,0.0,0.0,12,0
6612,6645,1,0.038461538461538464,0.15199298032191702,72,0
3379,5884,0,0.0,0.0,80,0
2857,3846,0,0.0,0.0,300,0
319,3892,0,0.0,0.0,44,0
3867,952,6,0.048,1.697245633247437,2808,1
3253,1472,0,0.0,0.0,544,1
3573,7047,0,0.0,0.0,1,0
3401,3986,2,0.0042643923240938165,0.36144280968653925,2790,1
3567,5606,0,0.0,0.0,3,0
1380,2914,0,0.0,0.0,14,0
3670,5166,0,0.0,0.0,6,0
611,5104,0,0.0,0.0,72,0
562,5331,1,0.05,0.15199298032191702,90,0
