from,to,common_neighbors,jaccard_coefficient,adamic_adar,preferential_attachment,views_diff,views_ratio,age_diff,same_partner,same_mature,link,prediction,probability
1334,4116,1,0.0147058823529411,0.152948702070391,684,17722,0.0555318695374091,1851,1,1,0,1,0.5552819347913851
4032,5676,0,0.0,0.0,540,230499,0.4792971723793613,489,0,1,0,1,0.6712440606122861
2210,2954,1,0.037037037037037,0.2275598066567093,195,10597,0.6775204649888721,350,1,1,0,1,0.5579812060414049
3706,5952,0,0.0,0.0,1990,74189412,0.000164551658992,119,0,1,0,1,0.993352972897995
1942,3432,0,0.0,0.0,160,346311,0.045433496695094,589,0,1,0,1,0.528074480155664
1482,6488,0,0.0,0.0,330,755916,0.0030755109146347,83,0,1,0,1,0.64833238943563
512,5315,1,0.0123456790123456,0.2506903984389969,592,19596,0.2506882838788524,565,1,1,0,1,0.7855612372441393
211,5900,0,0.0,0.0,585,102341,0.3581543826200369,489,0,1,0,1,0.6965206580449296
3978,5448,0,0.0,0.0,270,5303680,0.0092905165598937,896,0,1,0,1,0.5784577410019465
831,6354,1,0.0294117647058823,0.3459762562611936,196,2038,0.1752326993119485,2149,1,1,0,1,0.7068962786146346
1901,2887,2,0.0141843971631205,0.4586494463731769,1206,741072,0.0033715314714374,329,0,1,0,1,0.9930896764586267
4994,5900,0,0.0,0.0,153,135583,0.149672620540865,169,0,1,0,1,0.5502842752320418
1604,4191,0,0.0,0.0,2220,620553,0.2331173557722605,1491,0,1,0,1,0.972494333211575
2858,2925,0,0.0,0.0,216,2258601,0.0022586775537899,827,0,0,0,1,0.5095675140376326
1084,5301,0,0.0,0.0,336,334551,0.0248856710649422,1861,0,1,0,1,0.5066955911661408
2960,3615,1,0.025,0.1783866051947039,378,34676,0.0038780845135157,322,1,0,0,1,0.5563235342607742
2321,2491,0,0.0,0.0,76,278909,0.0014928792880003,124,0,1,0,1,0.5303552905916544
4483,5624,0,0.0,0.0,189,81264,0.0411327433628313,513,0,0,0,1,0.5099231916382921
1600,6315,1,0.0169491525423728,0.1783866051947039,731,232925,0.0285887063141211,801,1,0,0,1,0.6767613797591431
5100,6225,0,0.0,0.0,500,11076,0.3789391050801626,1361,0,0,0,1,0.5580594493943819
36,4029,0,0.0,0.0,84,515882,0.0013666596978636,196,0,1,0,1,0.5292526303534981
4063,4087,0,0.0,0.0,156,1559771,0.0020186496353634,640,0,1,0,1,0.5308564629559357
2922,3936,0,0.0,0.0,897,962591,0.008945927024133,1858,0,0,0,1,0.7173250753664216
1600,5792,1,0.0357142857142857,0.2081589549022312,204,6047,0.1178701677607413,453,1,1,0,1,0.5530662154837598
6613,7003,0,0.0,0.0,20,1419097,0.0021530644604435,10,0,1,0,1,0.5190562664905991
567,4281,0,0.0,0.0,195,176574,0.0162679532463479,970,0,1,0,1,0.5144822226196131
2262,2914,0,0.0,0.0,202,4924288,0.0017460313920753,639,0,1,0,1,0.5671988317152044
736,5010,1,0.0212765957446808,0.2749075777424936,540,107180,0.0091339397973521,579,1,1,0,1,0.8122545258714614
2758,4611,1,0.0178571428571428,0.3001016285004131,350,506977,0.0149665811766534,997,0,1,0,1,0.9135462645666242
130,492,1,0.0666666666666666,0.2885390081777926,63,36889,0.002109989991073,1135,1,0,0,1,0.5631701406873586
3031,6973,0,0.0,0.0,176,129354,0.0080062577646895,176,0,1,0,1,0.5706011364978567
4963,5682,0,0.0,0.0,117,58094,0.3337538419193502,102,0,1,0,1,0.5251640423914071
1807,7029,0,0.0,0.0,224,198747,0.0559593023255811,479,0,1,0,1,0.5647814725143917
3621,3847,2,0.0333333333333333,0.4958210604437063,925,5821,0.6473830869880878,932,1,1,0,1,0.9603661034214872
1599,4140,1,0.0093457943925233,0.3606737602222408,1547,9281504,0.0021869850149115,1939,0,1,0,1,0.9932317811804151
581,849,0,0.0,0.0,756,19380644,0.0001223751762883,1175,0,0,0,1,0.7746037334358099
3892,6564,1,0.027027027027027,0.2518706487516997,297,5370,0.0962638842140531,974,1,0,0,1,0.6199316645777309
640,7056,0,0.0,0.0,184,1556564,0.0159601974952743,128,0,0,0,1,0.5476056289705927
2391,4466,0,0.0,0.0,96,173745,0.0120715536652488,408,0,1,0,1,0.5151052152609272
3076,5448,0,0.0,0.0,405,5352534,0.0001647546164916,294,0,1,0,1,0.682662875360428
1094,6317,1,0.0588235294117647,0.2275598066567093,72,5704,0.2037967615856778,144,1,0,0,1,0.502024376010267
1981,3001,1,0.0666666666666666,0.269282508064391,60,51004,0.008649342066901,396,1,0,0,1,0.5782926998796798
2458,7021,1,0.024390243902439,0.2081589549022312,272,11742,0.1833356516900693,190,1,1,0,1,0.607332856071465
396,7099,1,0.0303030303030303,0.2710850306818168,145,271905,0.0474947716516674,2374,0,0,0,1,0.7451505828748494
1715,5283,0,0.0,0.0,480,234704,0.0450258371648287,1156,0,1,0,1,0.6260198601045284
5556,5973,1,0.0175438596491228,0.2462785458144944,837,29252,0.3408891192176755,440,1,1,0,1,0.8468895489424764
4600,6776,0,0.0,0.0,469,2043899,0.0050281662989697,277,0,1,0,1,0.6958485219044429
1158,3898,0,0.0,0.0,129,1115873,0.0042369364843243,279,0,0,0,1,0.5088991325742686
2360,2825,0,0.0,0.0,594,1233749,0.0037685236624849,1020,0,1,0,1,0.6901018827212698
2232,4196,0,0.0,0.0,231,706634,0.0148669032954225,361,0,0,0,1,0.5464205386351896
880,4392,2,0.1052631578947368,0.3436629215291016,108,454362,0.0162705655401762,978,1,1,0,1,0.5744308846165724
2139,2740,0,0.0,0.0,579,13474546,0.0005465099391673,643,0,1,0,1,0.7542397099433784
985,3820,0,0.0,0.0,60,178495,0.0124921854685675,227,0,1,0,1,0.5133028803639107
371,4076,0,0.0,0.0,404,1307364,0.0028571210653568,23,0,0,0,1,0.6525995864978075
1720,5580,0,0.0,0.0,141,505441,0.0014441731269212,40,0,1,0,1,0.5678541699670607
2372,3390,1,0.1428571428571428,0.3789231816899512,15,12153,0.1675457223097357,1619,1,0,0,1,0.6362365091048889
5411,6643,0,0.0,0.0,348,238504,0.0044662609465133,1179,0,0,0,1,0.5321843257586606
475,5379,2,0.0434782608695652,0.4172060720068364,540,59401,0.0215776383192498,423,1,1,0,1,0.8908282755473269
3254,4374,1,0.0096153846153846,1.4426950408889634,306,903008,0.025263057905122,390,0,0,0,1,0.9999966593758717
2034,2723,1,0.0303030303030303,0.2323384935741173,189,170380,0.0102127362929741,1065,0,0,0,1,0.7762462922581986
986,3762,2,0.0392156862745098,0.304941682392308,702,22575,0.2619172170273895,5,1,0,0,1,0.7889615066635552
2447,4657,1,0.0036630036630036,0.152948702070391,544,32859087,7.671566163165235e-05,1885,0,0,0,1,0.8309704904298645
1086,4555,0,0.0,0.0,672,694716,0.140927015720661,1841,0,1,0,1,0.651320174597447
3285,4487,0,0.0,0.0,732,7871823,0.0012991522650859,538,0,0,0,1,0.7663096388565411
1158,3181,0,0.0,0.0,1118,1067856,0.0470854999147793,731,0,0,0,1,0.8452836270571559
581,3724,1,0.00390625,0.3284587387530511,1260,19374776,0.0004251144403946,1344,0,0,0,1,0.9880816046109373
5682,5958,1,0.0833333333333333,0.2041716431823724,36,86045,0.0132001467957244,674,0,0,0,1,0.6656977021883523
3083,3668,2,0.1111111111111111,0.3543548500162395,84,2859,0.5338333605086362,496,1,1,0,1,0.5817288383973287
935,4611,1,0.0169491525423728,0.2484254983984691,500,500519,0.0275141835703737,1737,0,0,0,1,0.8556434128481895
5419,6357,2,0.0155038759689922,0.4127119730766741,3234,981756,0.063237633237948,56,0,1,0,1,0.9997678921602038
2345,3681,2,0.0111731843575419,0.497315594098505,2338,7324,0.4289278752436312,654,1,1,0,1,0.997587044289187
1179,2439,1,0.0109890109890109,0.203252820503909,891,863962,0.0081156698211659,53,0,1,0,1,0.9438864193024358
2138,2376,0,0.0,0.0,300,1777015,0.0014172225696908,280,0,1,0,1,0.6250690952111979
319,5842,0,0.0,0.0,1344,7405294,0.0058376026024137,2136,0,0,0,1,0.8561404061720317
1752,6600,1,0.0344827586206896,0.4170323914242463,125,27582,0.1244921279837441,923,1,1,0,1,0.8569310762318891
4140,5111,0,0.0,0.0,273,9301101,8.019912604453716e-05,1088,0,0,0,1,0.5467618805191273
5216,5857,0,0.0,0.0,245,384696,0.0042321221957337,75,0,1,0,1,0.6107388757749966
1283,2935,0,0.0,0.0,754,380513,0.0340936782892999,208,0,1,0,1,0.7919408503967712
4949,7102,0,0.0,0.0,691,46682060,1.848641739935608e-05,933,0,0,0,1,0.8447045000749862
931,6910,1,0.0344827586206896,0.2216872413240309,224,5453,0.2846648301193382,144,1,1,0,1,0.6048809713869091
24,299,0,0.0,0.0,488,846929,0.0035297065990217,53,0,0,0,1,0.6828643525398732
4687,5580,0,0.0,0.0,47,502656,0.0069462554230577,124,0,1,0,1,0.517628991150821
2864,6873,0,0.0,0.0,221,144433,0.0397955045572697,586,0,1,0,1,0.5557421090440513
2654,4632,2,0.025,0.5473768499116287,1357,5621,0.4825554634999095,62,1,1,0,1,0.9918703216680532
2225,6808,1,0.0123456790123456,0.2006578921466335,525,194002,0.0599084147021052,150,0,1,0,1,0.8870583297826523
2998,4314,0,0.0,0.0,90,4228817,0.0010604005474681,262,0,0,0,1,0.5067936376893803
281,6536,1,0.0526315789473684,0.3789231816899512,84,1708,0.3860531991371725,52,1,1,0,1,0.8218066495824046
2295,3841,0,0.0,0.0,130,25321979,0.0001240270529813,2038,0,1,0,1,0.5134531102921084
4977,6091,1,0.024390243902439,0.1837418686306834,425,23544,0.1085532543258449,100,1,1,0,1,0.6344234315918957
2248,6410,1,0.037037037037037,0.2269261879165124,180,20278,0.2868146168184755,221,1,0,0,1,0.5527088871082564
4112,5569,1,0.009009009009009,0.333808200695334,1200,113242,0.0935491359091956,302,1,1,0,1,0.9647629478841004
1184,5676,0,0.0,0.0,110,172721,0.1859310929914682,365,0,1,0,1,0.5120456246505362
1044,1457,0,0.0,0.0,360,210053,0.0131128901918775,858,0,1,0,1,0.5988011156924052
5978,7069,1,0.0129870129870129,0.168495000422767,365,1558401,0.0046293901123431,176,0,0,0,1,0.795929896502062
4630,5931,0,0.0,0.0,504,140984,0.2477603658113625,677,0,1,0,1,0.6578388503138818
4356,5267,3,0.1875,0.524255233962938,70,21283,0.1451580511708179,230,1,0,0,1,0.7402779880621464
832,3760,0,0.0,0.0,1460,4312007,0.0127176505282593,925,0,0,0,1,0.9117409001379501
1963,4782,1,0.027027027027027,0.152948702070391,280,226522,0.0374569234756963,980,0,0,0,1,0.674563962729772
3320,4602,0,0.0,0.0,2048,90638,0.334723027576131,751,1,0,0,1,0.8969305264588926
2422,4032,0,0.0,0.0,1080,441683,0.002227397897752,646,1,1,0,1,0.660647170190231
178,6933,0,0.0,0.0,237,1734422,0.0017697872284096,659,0,1,0,1,0.5671010771601207
3053,7104,2,0.074074074074074,0.3860239737789002,204,1469,0.4583333333331643,1196,1,0,0,1,0.6418062896159863
452,5367,0,0.0,0.0,357,787659,0.0135507633888931,595,0,0,0,1,0.5851437800708362
4328,5986,0,0.0,0.0,1071,25876,0.2564795126716782,1252,1,0,0,1,0.5547697448591743
2590,5354,0,0.0,0.0,1134,1912094,0.0032273619404832,965,0,1,0,1,0.861420498761352
4317,4374,0,0.0,0.0,816,920310,0.0065867022447895,965,0,1,0,1,0.7723204732057906
306,3363,0,0.0,0.0,234,31576,0.1760561542676675,1070,0,1,0,1,0.5116481853073052
3432,4843,0,0.0,0.0,460,381939,0.041370707440854,229,0,0,0,1,0.6542743507925884
219,3925,0,0.0,0.0,2190,5772108,0.0011066880124488,1177,0,0,0,1,0.9741495694310544
1686,2439,0,0.0,0.0,162,838448,0.037407394225923,379,0,0,0,1,0.512178289023004
4863,6366,0,0.0,0.0,350,2607246,0.0020622865659713,417,0,1,0,1,0.6395752023041271
2503,6811,3,0.0566037735849056,0.6688306766393589,528,279818,0.1300435882927189,252,1,1,0,1,0.9758440110883241
5842,6987,1,0.0029498525073746,0.1737395392099764,1344,7447742,0.0001389489845111,2652,0,1,0,1,0.9363078533101182
2904,6290,0,0.0,0.0,159,408811,0.0246247005716575,217,0,0,0,1,0.5230239064727127
527,6750,0,0.0,0.0,1240,83765,0.1424900700217011,612,1,0,0,1,0.6848812792881543
1241,1869,1,0.0089285714285714,0.151992980321917,112,474180,0.0287654846955495,183,0,1,0,1,0.7059075534087267
2201,4106,0,0.0,0.0,102,31415794,4.15697184017621e-05,1384,0,0,0,1,0.5449405995733934
1146,2435,0,0.0,0.0,104,97997,0.0658856723446027,0,0,1,0,1,0.5476473305763128
363,2049,1,0.025,0.1719066341524622,330,41149,0.3530031446540825,793,0,1,0,1,0.751670461647733
26,6511,1,0.0108695652173913,0.152948702070391,182,346533,0.0044043371084794,687,0,1,0,1,0.7001485543177896
2163,2257,1,0.0303030303030303,0.2518706487516997,240,738,0.7736890524376653,1447,1,0,0,1,0.5043019032557929
3706,6779,0,0.0,0.0,199,74200261,1.834191710795756e-05,688,0,1,0,1,0.8201995150961623
2381,6352,1,0.0125,0.2216872413240309,1400,1179188,0.0026853005379904,267,0,1,0,1,0.9793687079586281
93,6895,0,0.0,0.0,2002,2488020,0.0044160675070906,1708,0,0,0,1,0.9546804181190157
2605,5138,1,0.009090909090909,0.152948702070391,2324,348958,0.7533612985076205,973,1,1,0,1,0.9659862846428736
4843,5766,0,0.0,0.0,184,355961,0.1065729302096769,66,0,0,0,1,0.540447029127285
493,3237,1,0.0084033613445378,0.2835784920513334,3599,1276854,0.122655394328009,1311,0,1,0,1,0.9996986267615633
946,1773,3,0.004,0.8086016234659141,23760,89499255,8.444049951817635e-05,1456,0,0,0,1,1.0
5328,5974,0,0.0,0.0,165,2322774,0.0029331127524943,126,0,0,0,1,0.5435258861070833
28,1942,0,0.0,0.0,16,355804,0.0192671323120007,102,0,1,0,1,0.5035463114222607
5856,6280,0,0.0,0.0,74,7866471,0.0003267233800505,46,0,0,0,1,0.533738212762614
1044,3448,0,0.0,0.0,1548,155313,0.578133785314416,652,1,1,0,1,0.794047856383903
945,3465,1,0.0384615384615384,0.2157623460917782,182,6691,0.3089237760792905,82,1,1,0,1,0.5737856629408783
2201,4488,0,0.0,0.0,714,31412279,0.0001534514643299,611,0,0,0,1,0.8266159996081978
5744,7043,0,0.0,0.0,328,2660669,0.0014171806886612,683,0,1,0,1,0.609945461871378
1869,4450,1,0.0084033613445378,0.151992980321917,896,486171,0.0042050370321819,249,0,1,0,1,0.9096209121459693
5602,6533,1,0.0476190476190476,0.3146579804441248,57,6987,0.2623521959459182,497,1,0,0,1,0.6592352047798465
1657,4140,0,0.0,0.0,182,9287252,0.0015690432233512,1201,0,1,0,1,0.5323530015061891
2887,4703,0,0.0,0.0,804,737940,0.0075835923284546,1853,0,1,0,1,0.7120054593765272
1535,5847,0,0.0,0.0,84,2063938,0.0004992811030092,414,0,1,0,1,0.518596069504658
469,2887,0,0.0,0.0,938,728561,0.0201969125002185,72,0,1,0,1,0.8495487976067068
2887,4978,1,0.0073529411764705,0.1719066341524622,402,727037,0.0222464593540161,556,0,1,0,1,0.8142787487823664
5312,5686,0,0.0,0.0,1276,79492,0.3678367502743597,590,1,1,0,1,0.7170282845553443
1438,5802,1,0.0120481927710843,0.2081589549022312,164,1304956,0.0013919764305255,1316,0,1,0,1,0.7539392438124202
188,2732,0,0.0,0.0,278,3726987,0.0016917994601563,289,0,1,0,1,0.6232151391614476
4087,6033,2,0.016,0.7481925547588062,3822,1531400,0.020171140540243,1205,0,0,0,1,0.9999936159487836
2061,2738,0,0.0,0.0,1782,754174,0.0517721106781784,1326,0,1,0,1,0.9462635441987314
581,5241,0,0.0,0.0,2772,19375829,0.0003707885295043,652,0,0,0,1,0.9940814221304057
2722,4738,2,0.0444444444444444,1.1556420023477334,510,791674,0.0146800934447999,186,0,0,0,1,0.9999419067139542
4027,7057,0,0.0,0.0,612,270162,0.0267308398959585,2629,0,0,0,1,0.5337758540159883
2929,5312,1,0.0166666666666666,0.1837418686306834,174,125559,0.001487124838961,71,1,1,0,1,0.5381667470496806
2664,6430,1,0.0434782608695652,0.2386831520910304,44,21212,0.0716442732723501,476,1,0,0,1,0.5074251972388388
1718,6740,2,0.08,0.3766432650376106,162,1377,0.5748687866623727,810,1,0,0,1,0.6216696649134036
1,1163,0,0.0,0.0,312,618969,0.0055556715887967,85,0,1,0,1,0.6398269358046011
859,4142,1,0.0208333333333333,0.1719066341524622,294,6783,0.6948717948717636,204,1,1,0,1,0.5007681592672489
399,4080,0,0.0,0.0,1792,113485,0.4567340373586582,229,0,0,0,1,0.9509753761689793
1342,5293,0,0.0,0.0,222,549856,0.0006415743835524,110,0,0,0,1,0.562948772787224
971,2740,1,0.0047619047619047,0.2181040551873126,3474,13479754,0.0001602146401467,944,0,0,0,1,0.9994642880386292
2963,4071,0,0.0,0.0,533,155659,0.1636542408579494,435,0,1,0,1,0.6924987850171977
268,4445,1,0.032258064516129,0.3529561238647611,231,28141,0.1287346357472327,1557,1,1,0,1,0.7699189209746562
263,1963,0,0.0,0.0,336,230371,0.0211016542235176,928,0,0,0,1,0.5458141980767139
2919,4064,1,0.032258064516129,0.3235154531486724,156,44308,0.3463547045112509,783,1,1,0,1,0.7297977518322192
1845,5366,0,0.0,0.0,228,1169642,0.0030250828722688,595,0,1,0,1,0.5655352286054771
1103,6862,0,0.0,0.0,1016,18116458,3.085496911550064e-05,514,0,1,0,1,0.8864212077985165
403,4080,0,0.0,0.0,352,206842,0.0098231639013087,264,0,0,0,1,0.6067062345422557
160,1063,0,0.0,0.0,160,1826654,0.0138587990768358,452,0,0,0,1,0.5115730894204393
2566,6056,0,0.0,0.0,1640,3150528,0.0008077828786184,723,0,0,0,1,0.9379331218943802
4201,6900,0,0.0,0.0,200,2275546,0.0016316663485816,251,0,1,0,1,0.5854613049612504
622,2085,0,0.0,0.0,703,290375,0.0045184491914444,800,0,1,0,1,0.7419482068005515
1528,2409,0,0.0,0.0,216,218471,0.074326414222945,276,0,0,0,1,0.5398160107696885
6080,6328,2,0.1666666666666666,0.3439504921879516,33,6239,0.0545537202606372,843,1,1,0,1,0.505015819954396
2555,4167,1,0.0294117647058823,0.1628124242763987,306,1655615,0.0133890874289293,817,0,0,0,1,0.7202182549051909
3643,6530,0,0.0,0.0,756,376229,0.0237555269549332,211,0,0,0,1,0.7676133626765956
1718,4098,1,0.03125,0.199575491191355,216,200,0.9030067895242954,126,1,1,0,1,0.5104836083600786
3377,4816,0,0.0,0.0,1606,1113433,0.3065885216212915,624,1,0,0,1,0.8048789164756118
2381,5117,2,0.0294117647058823,0.3456461733624387,784,1179437,0.002474705314696,486,0,0,0,1,0.9499248952680961
507,1599,0,0.0,0.0,901,1052939,0.0189540120862923,2363,0,1,0,1,0.7149483175104798
343,2179,0,0.0,0.0,1628,10960,0.9613918655196916,590,1,0,0,1,0.7776964636005544
532,1904,0,0.0,0.0,1216,5901,0.5518681652490468,161,1,1,0,1,0.7115563363256497
358,2832,0,0.0,0.0,945,174761,0.2750792281272284,1614,1,1,0,1,0.5034461272571986
2323,5036,0,0.0,0.0,25,260771,0.0469383876556022,133,0,1,0,1,0.5026516904617052
2394,5768,1,0.0172413793103448,0.1737395392099764,528,309049,0.0082058753682534,428,0,0,0,1,0.8307104115313725
401,615,1,0.0454545454545454,0.151992980321917,132,149288,0.0703143001264171,1089,0,1,0,1,0.6218312247947944
1543,6435,0,0.0,0.0,32,906692,0.0021603358810549,201,0,1,0,1,0.506629011521537
1382,2794,2,0.0289855072463768,0.4946719959418395,1218,570631,0.68008667352505,465,1,1,0,1,0.97982631438381
2934,5648,1,0.0192307692307692,0.3001016285004131,396,34270,0.0343214607754724,980,1,1,0,1,0.7842798008447049
6001,7107,1,0.0172413793103448,0.2969742043733701,688,105709,0.5340444757895642,1776,1,0,0,1,0.7773494239272337
4054,5730,1,0.0208333333333333,0.203862177995734,328,210382,0.0082075022510524,881,0,1,0,1,0.8145373902591073
3956,6734,2,0.0625,0.5034235242559342,273,1200,0.80544747081699,415,1,1,0,1,0.8904080190898269
795,6921,0,0.0,0.0,962,754130,0.0055843821906337,448,0,1,0,1,0.8398559023645403
2690,2763,1,0.0769230769230769,0.9102392266268372,24,2564,0.6799001248438602,732,1,1,0,1,0.9970094701430666
4191,5249,0,0.0,0.0,222,807387,0.0022269210283382,468,0,1,0,1,0.5714456540213422
3223,3401,1,0.0021367521367521,0.168495000422767,1860,20248795,0.0002197672412609,893,0,0,0,1,0.9860345879347437
2144,3285,1,0.0054644808743169,0.152948702070391,183,7858458,0.0029947743376321,2606,0,0,0,1,0.5565708327607414
763,6474,0,0.0,0.0,43,472798,0.0027462560641214,165,0,1,0,1,0.5126136344797005
167,7063,1,0.0833333333333333,0.7213475204444817,30,37769,0.3686225342694689,87,1,1,0,1,0.9880198090823549
4833,6064,0,0.0,0.0,968,53050,0.1312678086005284,1088,1,1,0,1,0.5668944089928495
725,1527,0,0.0,0.0,300,497842,0.0126100753669178,1096,0,0,0,1,0.5174551080357224
1969,2161,0,0.0,0.0,420,241785,0.0289096042701709,335,0,1,0,1,0.6633149082993841
2555,5125,0,0.0,0.0,187,1670572,0.0044759407013836,372,0,0,0,1,0.5305193765180006
793,6605,1,0.0147058823529411,0.1719066341524622,1100,53013,0.0013186895993067,90,1,1,0,1,0.8522716051320361
1991,5995,1,0.037037037037037,0.269282508064391,160,688392,0.0251821432364498,870,0,1,0,1,0.8481065123901209
3867,6299,0,0.0,0.0,2496,913775,0.0170223935266711,1178,0,0,0,1,0.9836906475615126
2018,2439,0,0.0,0.0,243,870118,0.0010481831301067,343,0,0,0,1,0.5551191026480863
26,5832,1,0.0098039215686274,0.152948702070391,1092,336003,0.0346572201823791,740,0,1,0,1,0.9243319906619161
672,6145,0,0.0,0.0,228,250067,0.038566232727664,442,0,0,0,1,0.5346243234619584
2212,5897,0,0.0,0.0,108,1132373,0.0210415384296177,357,0,1,0,1,0.5284991565547391
744,6569,1,0.0222222222222222,0.2275598066567093,525,18430,0.129428436466692,1086,1,1,0,1,0.6912437863261619
4555,5027,1,0.0178571428571428,0.3529561238647611,630,441401,0.2052070166340751,810,0,0,0,1,0.9609834486643508
1869,6972,0,0.0,0.0,896,480450,0.0159230189421248,1417,0,1,0,1,0.7703464631875782
466,7121,0,0.0,0.0,205,827725,0.0072263868065966,132,0,1,0,1,0.5903004026793922
1481,3800,0,0.0,0.0,448,312975,0.2612450785078313,122,0,1,0,1,0.6750445524987523
2375,6564,0,0.0,0.0,378,231684,0.0250056811965019,785,0,1,0,1,0.6116817564067384
2877,4700,0,0.0,0.0,292,1036883,0.0010876560193909,1013,0,0,0,1,0.5238752522588724
2605,6357,0,0.0,0.0,2744,17866,0.9832385305522008,883,1,1,0,1,0.9662955809609024
800,5145,0,0.0,0.0,75,281685,0.0079383247810268,427,0,1,0,1,0.5046763230114542
987,4253,0,0.0,0.0,306,790194,0.0161339323067115,524,0,0,0,1,0.5676733642833596
166,755,0,0.0,0.0,1056,20510651,0.0002868905215339,478,0,0,0,1,0.884576146984771
2450,4824,0,0.0,0.0,119,5613,0.2888635499809592,113,0,1,0,1,0.5283015236748804
371,7085,0,0.0,0.0,4,123622,0.0294108410275734,34,0,1,0,1,0.5017525561993722
1924,4489,0,0.0,0.0,948,15813634,6.544556828853009e-05,441,0,0,0,1,0.8536453574271167
2026,3272,0,0.0,0.0,927,1014268,0.0388827453020512,274,0,0,0,1,0.8170976634641895
2954,4242,0,0.0,0.0,1118,14011,0.3706881063600264,294,1,1,0,1,0.6754964028740851
121,6789,0,0.0,0.0,57,504763,0.0149312860304362,102,0,1,0,1,0.5234408226736016
2604,5296,0,0.0,0.0,96,4540407,0.0020785236657623,93,0,1,0,1,0.5613015189350768
3268,4290,0,0.0,0.0,804,390885,0.0166167702332133,856,1,1,0,1,0.5207821258326446
2586,4131,2,0.0238095238095238,0.5734502698815852,1173,3771150,0.0021815660972192,1117,0,1,0,1,0.9966945103052522
199,4949,0,0.0,0.0,1382,46673223,0.0002077847610356,1162,0,1,0,1,0.9543700735810142
1409,6056,0,0.0,0.0,164,3039334,0.0360730398103438,414,0,1,0,1,0.5570412370109857
3124,4444,1,0.0098039215686274,0.1913602136571693,1092,965680,0.0075659632369414,798,0,0,0,1,0.9370636121965145
459,3788,0,0.0,0.0,64,160978,0.0579581231493073,332,0,1,0,1,0.5030739844082447
368,4417,1,0.0133333333333333,0.1719066341524622,544,3914315,0.0050498426356482,387,0,1,0,1,0.8632249795132121
2507,5530,2,0.04,0.3439504921879516,660,17861,0.1346414728682105,2137,1,0,0,1,0.7170067670721941
2557,7119,2,0.0555555555555555,0.4634257867661203,345,11336,0.1709814246014208,323,1,0,0,1,0.876616971431649
3031,4144,1,0.0181818181818181,0.152948702070391,528,122239,0.0625699780671477,143,0,1,0,1,0.8351436024459626
792,5419,4,0.0228571428571428,0.7943513987752872,4818,460694,0.1257664113069267,43,0,1,0,1,0.9999985065086213
3722,4329,0,0.0,0.0,170,570106,0.0441119019474693,641,0,1,0,1,0.5295503887526551
5730,6117,0,0.0,0.0,287,198132,0.0659570155051547,1129,0,0,0,1,0.503398736866125
2061,6025,0,0.0,0.0,540,793223,0.0026755482799418,1403,0,0,0,1,0.6035881822782377
1666,1804,1,0.0131578947368421,0.294014103795206,1426,14739,0.4249990246947128,366,1,1,0,1,0.9621653028471954
